,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
475117,576863,POST,POSTAGE,2,11/16/2011 16:06,18.0,12626.0,Germany
475225,576869,23211,RED ROCKING HORSE HAND PAINTED,144,11/16/2011 16:20,1.04,12500.0,Germany
475226,576869,23212,HEART WREATH DECORATION WITH BELL,144,11/16/2011 16:20,1.04,12500.0,Germany
475227,576869,23213,STAR WREATH DECORATION WITH BELL,144,11/16/2011 16:20,1.04,12500.0,Germany
475228,576869,23210,WHITE ROCKING HORSE HAND PAINTED,144,11/16/2011 16:20,1.04,12500.0,Germany
475229,576869,POST,POSTAGE,1,11/16/2011 16:20,18.0,12500.0,Germany
475433,576890,22898,CHILDRENS APRON APPLES DESIGN,8,11/16/2011 17:25,1.95,12662.0,Germany
475434,576890,22939,ADULT APRON APPLE DELIGHT,4,11/16/2011 17:25,4.95,12662.0,Germany
475435,576890,20719,WOODLAND CHARLOTTE BAG,10,11/16/2011 17:25,0.85,12662.0,Germany
475436,576890,20723,STRAWBERRY CHARLOTTE BAG,10,11/16/2011 17:25,0.85,12662.0,Germany
475437,576890,21156,RETROSPOT CHILDRENS APRON,8,11/16/2011 17:25,1.95,12662.0,Germany
475438,576890,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,11/16/2011 17:25,3.75,12662.0,Germany
475439,576890,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,11/16/2011 17:25,3.75,12662.0,Germany
475440,576890,23348,CHILDRENS TOY COOKING UTENSIL SET,6,11/16/2011 17:25,2.08,12662.0,Germany
475441,576890,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,11/16/2011 17:25,4.95,12662.0,Germany
475442,576890,20724,RED RETROSPOT CHARLOTTE BAG,10,11/16/2011 17:25,0.85,12662.0,Germany
475443,576890,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,11/16/2011 17:25,2.1,12662.0,Germany
475444,576890,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,11/16/2011 17:25,2.1,12662.0,Germany
475445,576890,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,11/16/2011 17:25,2.95,12662.0,Germany
475446,576890,21981,PACK OF 12 WOODLAND TISSUES ,24,11/16/2011 17:25,0.39,12662.0,Germany
475447,576890,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,11/16/2011 17:25,0.39,12662.0,Germany
475448,576890,23351,ROLL WRAP 50'S CHRISTMAS,12,11/16/2011 17:25,1.25,12662.0,Germany
475449,576890,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,11/16/2011 17:25,2.89,12662.0,Germany
475450,576890,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,11/16/2011 17:25,1.65,12662.0,Germany
475451,576890,23349,ROLL WRAP VINTAGE CHRISTMAS,12,11/16/2011 17:25,1.25,12662.0,Germany
475452,576890,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,11/16/2011 17:25,0.83,12662.0,Germany
475453,576890,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,11/16/2011 17:25,0.55,12662.0,Germany
475454,576890,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,11/16/2011 17:25,0.85,12662.0,Germany
475455,576890,POST,POSTAGE,2,11/16/2011 17:25,18.0,12662.0,Germany
475456,576891,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,11/16/2011 17:26,2.1,12662.0,Germany
475457,576891,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,11/16/2011 17:26,2.1,12662.0,Germany
475458,576891,22750,FELTCRAFT PRINCESS LOLA DOLL,4,11/16/2011 17:26,3.75,12662.0,Germany
475459,576891,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,11/16/2011 17:26,3.75,12662.0,Germany
475460,576891,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,11/16/2011 17:26,3.75,12662.0,Germany
475461,576891,22960,JAM MAKING SET WITH JARS,6,11/16/2011 17:26,4.25,12662.0,Germany
475466,576893,23289,DOLLY GIRL CHILDRENS BOWL,8,11/17/2011 8:29,1.25,12481.0,Germany
475467,576893,23291,DOLLY GIRL CHILDRENS CUP,8,11/17/2011 8:29,1.25,12481.0,Germany
475468,576893,22556,PLASTERS IN TIN CIRCUS PARADE ,12,11/17/2011 8:29,1.65,12481.0,Germany
475469,576893,22555,PLASTERS IN TIN STRONGMAN,12,11/17/2011 8:29,1.65,12481.0,Germany
475470,576893,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,11/17/2011 8:29,0.29,12481.0,Germany
475471,576893,21917,SET 12 KIDS  WHITE CHALK STICKS,24,11/17/2011 8:29,0.42,12481.0,Germany
475472,576893,21156,RETROSPOT CHILDRENS APRON,8,11/17/2011 8:29,1.95,12481.0,Germany
475473,576893,22620,4 TRADITIONAL SPINNING TOPS,12,11/17/2011 8:29,1.45,12481.0,Germany
475474,576893,22549,PICTURE DOMINOES,12,11/17/2011 8:29,1.45,12481.0,Germany
475475,576893,POST,POSTAGE,1,11/17/2011 8:29,18.0,12481.0,Germany
475476,576893,23569,TRADTIONAL ALPHABET STAMP SET,4,11/17/2011 8:29,4.95,12481.0,Germany
475477,576893,22619,SET OF 6 SOLDIER SKITTLES,4,11/17/2011 8:29,3.75,12481.0,Germany
475564,C576903,23485,BOTANICAL GARDENS WALL CLOCK ,-1,11/17/2011 9:15,25.0,12712.0,Germany
475635,576909,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,11/17/2011 9:49,3.75,12471.0,Germany
475636,576909,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,11/17/2011 9:49,3.75,12471.0,Germany
475637,576909,23569,TRADTIONAL ALPHABET STAMP SET,4,11/17/2011 9:49,4.95,12471.0,Germany
475638,576909,23245,SET OF 3 REGENCY CAKE TINS,64,11/17/2011 9:49,4.15,12471.0,Germany
475639,576909,22961,JAM MAKING SET PRINTED,24,11/17/2011 9:49,1.45,12471.0,Germany
475640,576909,22813,PACK 3 BOXES BIRD PANNETONE ,12,11/17/2011 9:49,1.95,12471.0,Germany
475641,576909,23084,RABBIT NIGHT LIGHT,6,11/17/2011 9:49,2.08,12471.0,Germany
475642,576909,21731,RED TOADSTOOL LED NIGHT LIGHT,24,11/17/2011 9:49,1.65,12471.0,Germany
475643,576909,23158,SET OF 5 LUCKY CAT MAGNETS ,12,11/17/2011 9:49,2.08,12471.0,Germany
475644,576909,23159,SET OF 5 PANCAKE DAY MAGNETS,12,11/17/2011 9:49,2.08,12471.0,Germany
475645,576909,23294,SET OF 6 SNACK LOAF BAKING CASES,8,11/17/2011 9:49,0.83,12471.0,Germany
475646,576909,23174,REGENCY SUGAR BOWL GREEN,12,11/17/2011 9:49,4.15,12471.0,Germany
475647,576909,23198,PANTRY MAGNETIC  SHOPPING LIST,12,11/17/2011 9:49,1.45,12471.0,Germany
475648,576909,23238,SET OF 4 KNICK KNACK TINS LONDON ,12,11/17/2011 9:49,4.15,12471.0,Germany
475649,576909,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,11/17/2011 9:49,0.39,12471.0,Germany
475650,576909,23445,ICE CREAM BUBBLES,20,11/17/2011 9:49,0.83,12471.0,Germany
475651,576909,23347,I LOVE LONDON BEAKER,12,11/17/2011 9:49,1.25,12471.0,Germany
475652,576909,22045,SPACEBOY GIFT WRAP,25,11/17/2011 9:49,0.42,12471.0,Germany
475653,576909,22704,WRAP RED APPLES ,25,11/17/2011 9:49,0.42,12471.0,Germany
475654,576909,22705,WRAP GREEN PEARS ,25,11/17/2011 9:49,0.42,12471.0,Germany
475655,576909,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,24,11/17/2011 9:49,0.85,12471.0,Germany
475656,576909,POST,POSTAGE,8,11/17/2011 9:49,18.0,12471.0,Germany
475657,576909,23289,DOLLY GIRL CHILDRENS BOWL,16,11/17/2011 9:49,1.25,12471.0,Germany
475658,576909,23392,SPACEBOY ROCKET LOLLY MAKERS,12,11/17/2011 9:49,2.08,12471.0,Germany
475659,576909,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,11/17/2011 9:49,1.45,12471.0,Germany
475660,576909,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,11/17/2011 9:49,0.55,12471.0,Germany
475661,576909,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,11/17/2011 9:49,0.55,12471.0,Germany
475662,576909,22621,TRADITIONAL KNITTING NANCY,12,11/17/2011 9:49,1.65,12471.0,Germany
475663,576909,22728,ALARM CLOCK BAKELIKE PINK,12,11/17/2011 9:49,3.75,12471.0,Germany
475664,576909,23101,SILVER STARS TABLE DECORATION,12,11/17/2011 9:49,0.83,12471.0,Germany
475665,576909,23100,SILVER BELLS TABLE DECORATION,12,11/17/2011 9:49,1.25,12471.0,Germany
475666,576909,23108,SET OF 10 LED DOLLY LIGHTS,8,11/17/2011 9:49,6.25,12471.0,Germany
475667,576910,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,11/17/2011 9:51,4.65,12477.0,Germany
475668,576910,22379,RECYCLING BAG RETROSPOT ,5,11/17/2011 9:51,2.1,12477.0,Germany
475669,576910,21429,RED GINGHAM ROSE JEWELLERY BOX,8,11/17/2011 9:51,1.95,12477.0,Germany
475670,576910,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,11/17/2011 9:51,4.95,12477.0,Germany
475671,576910,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,11/17/2011 9:51,4.95,12477.0,Germany
475672,576910,21484,CHICK GREY HOT WATER BOTTLE,4,11/17/2011 9:51,4.25,12477.0,Germany
475673,576910,22111,SCOTTIE DOG HOT WATER BOTTLE,6,11/17/2011 9:51,4.95,12477.0,Germany
475674,576910,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,11/17/2011 9:51,3.75,12477.0,Germany
475675,576910,35598D,PINK/WHITE CHRISTMAS TREE 60CM,24,11/17/2011 9:51,0.65,12477.0,Germany
475676,576910,35599B,BLACK CHRISTMAS TREE 120CM,18,11/17/2011 9:51,1.95,12477.0,Germany
475677,576910,21494,ROTATING LEAVES T-LIGHT HOLDER,12,11/17/2011 9:51,1.25,12477.0,Germany
475678,576910,23110,PARISIENNE KEY CABINET ,16,11/17/2011 9:51,4.95,12477.0,Germany
475679,576910,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,11/17/2011 9:51,3.29,12477.0,Germany
475680,576910,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6,11/17/2011 9:51,8.95,12477.0,Germany
475681,576910,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,11/17/2011 9:51,7.08,12477.0,Germany
475682,576910,22365,DOORMAT RESPECTABLE HOUSE,10,11/17/2011 9:51,7.08,12477.0,Germany
475683,576910,48129,DOORMAT TOPIARY,6,11/17/2011 9:51,8.25,12477.0,Germany
475684,576910,48194,DOORMAT HEARTS,10,11/17/2011 9:51,7.08,12477.0,Germany
475685,576910,48185,DOORMAT FAIRY CAKE,6,11/17/2011 9:51,8.25,12477.0,Germany
475686,576910,48188,DOORMAT WELCOME PUPPIES,6,11/17/2011 9:51,8.25,12477.0,Germany
475687,576910,84356,POMPOM CURTAIN,24,11/17/2011 9:51,5.95,12477.0,Germany
475688,576910,22511,RETROSPOT BABUSHKA DOORSTOP,4,11/17/2011 9:51,3.75,12477.0,Germany
475689,576910,21668,RED STRIPE CERAMIC DRAWER KNOB,12,11/17/2011 9:51,1.45,12477.0,Germany
475690,576910,15044A,PINK PAPER PARASOL ,6,11/17/2011 9:51,2.95,12477.0,Germany
475691,576910,21165,BEWARE OF THE CAT METAL SIGN ,12,11/17/2011 9:51,1.69,12477.0,Germany
475692,576910,21908,CHOCOLATE THIS WAY METAL SIGN,12,11/17/2011 9:51,2.1,12477.0,Germany
475693,576910,22191,IVORY DINER WALL CLOCK,12,11/17/2011 9:51,7.65,12477.0,Germany
475694,576910,22193,RED DINER WALL CLOCK,12,11/17/2011 9:51,7.65,12477.0,Germany
475695,576910,22212,FOUR HOOK  WHITE LOVEBIRDS,12,11/17/2011 9:51,2.1,12477.0,Germany
475696,576910,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,8,11/17/2011 9:51,3.29,12477.0,Germany
475697,576910,84406B,CREAM CUPID HEARTS COAT HANGER,16,11/17/2011 9:51,4.15,12477.0,Germany
475698,576910,21035,SET/2 RED RETROSPOT TEA TOWELS ,18,11/17/2011 9:51,3.25,12477.0,Germany
475699,576910,22199,FRYING PAN RED RETROSPOT,8,11/17/2011 9:51,4.25,12477.0,Germany
475700,576910,22846,BREAD BIN DINER STYLE RED ,4,11/17/2011 9:51,14.95,12477.0,Germany
475701,576910,22832,BROCANTE SHELF WITH HOOKS,2,11/17/2011 9:51,10.75,12477.0,Germany
475702,576910,22378,WALL TIDY RETROSPOT ,5,11/17/2011 9:51,2.1,12477.0,Germany
475703,576910,21212,PACK OF 72 RETROSPOT CAKE CASES,24,11/17/2011 9:51,0.55,12477.0,Germany
475704,576910,22625,RED KITCHEN SCALES,36,11/17/2011 9:51,7.65,12477.0,Germany
475705,576910,21217,RED RETROSPOT ROUND CAKE TINS,3,11/17/2011 9:51,9.95,12477.0,Germany
475706,576910,22840,ROUND CAKE TIN VINTAGE RED,2,11/17/2011 9:51,7.95,12477.0,Germany
475707,576910,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,11/17/2011 9:51,3.45,12477.0,Germany
475708,576910,22189,CREAM HEART CARD HOLDER,4,11/17/2011 9:51,3.95,12477.0,Germany
475709,576910,22505,MEMO BOARD COTTAGE DESIGN,4,11/17/2011 9:51,4.95,12477.0,Germany
475710,576910,21426,WOODLAND STORAGE BOX SMALL,6,11/17/2011 9:51,2.1,12477.0,Germany
475711,576910,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,11/17/2011 9:51,3.75,12477.0,Germany
476245,C576974,22779,WOODEN OWLS LIGHT GARLAND ,-2,11/17/2011 11:52,4.25,12474.0,Germany
476246,C576974,22467,GUMBALL COAT RACK,-1,11/17/2011 11:52,2.55,12474.0,Germany
476607,577027,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,11/17/2011 12:56,21.95,12647.0,Germany
476608,577027,22505,MEMO BOARD COTTAGE DESIGN,8,11/17/2011 12:56,4.95,12647.0,Germany
476609,577027,22507,MEMO BOARD RETROSPOT  DESIGN,4,11/17/2011 12:56,4.95,12647.0,Germany
476610,577027,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,24,11/17/2011 12:56,1.95,12647.0,Germany
476611,577027,47559B,TEA TIME OVEN GLOVE,50,11/17/2011 12:56,1.06,12647.0,Germany
476612,577027,21154,RED RETROSPOT OVEN GLOVE ,40,11/17/2011 12:56,1.25,12647.0,Germany
476613,577027,POST,POSTAGE,5,11/17/2011 12:56,18.0,12647.0,Germany
477268,577054,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,11/17/2011 14:19,1.25,13815.0,Germany
477269,577054,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,11/17/2011 14:19,1.25,13815.0,Germany
477270,577054,21121,SET/10 RED POLKADOT PARTY CANDLES,24,11/17/2011 14:19,1.25,13815.0,Germany
477271,577054,21212,PACK OF 72 RETROSPOT CAKE CASES,24,11/17/2011 14:19,0.55,13815.0,Germany
479092,577135,23084,RABBIT NIGHT LIGHT,24,11/18/2011 8:56,1.79,12427.0,Germany
479093,577135,22634,CHILDS BREAKFAST SET SPACEBOY ,8,11/18/2011 8:56,8.5,12427.0,Germany
479094,577135,21328,BALLOONS  WRITING SET ,12,11/18/2011 8:56,1.65,12427.0,Germany
479095,577135,84598,BOYS ALPHABET IRON ON PATCHES,288,11/18/2011 8:56,0.21,12427.0,Germany
479096,577135,23348,CHILDRENS TOY COOKING UTENSIL SET,6,11/18/2011 8:56,2.08,12427.0,Germany
479097,577135,POST,POSTAGE,2,11/18/2011 8:56,18.0,12427.0,Germany
479544,577168,22423,REGENCY CAKESTAND 3 TIER,56,11/18/2011 10:42,10.95,12603.0,Germany
479545,577168,POST,POSTAGE,7,11/18/2011 10:42,18.0,12603.0,Germany
479546,577168,M,Manual,1,11/18/2011 10:42,0.0,12603.0,Germany
480375,577299,20719,WOODLAND CHARLOTTE BAG,10,11/18/2011 12:52,0.85,12498.0,Germany
480376,577299,23204,CHARLOTTE BAG APPLES DESIGN,10,11/18/2011 12:52,0.85,12498.0,Germany
480377,577299,22355,CHARLOTTE BAG SUKI DESIGN,10,11/18/2011 12:52,0.85,12498.0,Germany
480378,577299,23206,LUNCH BAG APPLE DESIGN,10,11/18/2011 12:52,1.65,12498.0,Germany
480379,577299,20726,LUNCH BAG WOODLAND,10,11/18/2011 12:52,1.65,12498.0,Germany
480380,577299,23207,LUNCH BAG ALPHABET DESIGN,10,11/18/2011 12:52,1.65,12498.0,Germany
480381,577299,20728,LUNCH BAG CARS BLUE,20,11/18/2011 12:52,1.65,12498.0,Germany
480382,577299,POST,POSTAGE,1,11/18/2011 12:52,18.0,12498.0,Germany
480418,577301,22175,PINK OWL SOFT TOY,6,11/18/2011 12:53,2.95,12498.0,Germany
480419,577301,21408,SPOTTY PINK DUCK DOORSTOP,3,11/18/2011 12:53,4.25,12498.0,Germany
481965,C577397,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,11/18/2011 17:12,9.95,12504.0,Germany
481966,C577397,22776,SWEETHEART 3 TIER CAKE STAND ,-1,11/18/2011 17:12,9.95,12504.0,Germany
481967,C577397,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,11/18/2011 17:12,12.75,12504.0,Germany
482066,577406,23439,HAND WARMER RED LOVE HEART,12,11/20/2011 10:36,2.1,12702.0,Germany
482067,577406,21479,WHITE SKULL HOT WATER BOTTLE ,4,11/20/2011 10:36,4.25,12702.0,Germany
482068,577406,21481,FAWN BLUE HOT WATER BOTTLE,4,11/20/2011 10:36,3.75,12702.0,Germany
482069,577406,22113,GREY HEART HOT WATER BOTTLE,4,11/20/2011 10:36,4.25,12702.0,Germany
482070,577406,22111,SCOTTIE DOG HOT WATER BOTTLE,3,11/20/2011 10:36,4.95,12702.0,Germany
482071,577406,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,11/20/2011 10:36,4.25,12702.0,Germany
482072,577406,22835,HOT WATER BOTTLE I AM SO POORLY,4,11/20/2011 10:36,4.95,12702.0,Germany
482073,577406,23357,HOT WATER BOTTLE SEX BOMB,4,11/20/2011 10:36,4.95,12702.0,Germany
482074,577406,23356,LOVE HOT WATER BOTTLE,3,11/20/2011 10:36,5.95,12702.0,Germany
482075,577406,23355,HOT WATER BOTTLE KEEP CALM,4,11/20/2011 10:36,4.95,12702.0,Germany
482076,577406,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,11/20/2011 10:36,2.95,12702.0,Germany
482077,577406,POST,POSTAGE,1,11/20/2011 10:36,18.0,12702.0,Germany
485646,577615,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,11/21/2011 10:22,0.55,12658.0,Germany
485647,577615,23101,SILVER STARS TABLE DECORATION,12,11/21/2011 10:22,0.83,12658.0,Germany
485648,577615,23100,SILVER BELLS TABLE DECORATION,12,11/21/2011 10:22,1.25,12658.0,Germany
485649,577615,22076,6 RIBBONS EMPIRE  ,12,11/21/2011 10:22,1.65,12658.0,Germany
485650,577615,22077,6 RIBBONS RUSTIC CHARM,12,11/21/2011 10:22,1.95,12658.0,Germany
485651,577615,85049G,CHOCOLATE BOX RIBBONS ,12,11/21/2011 10:22,1.25,12658.0,Germany
485652,577615,85049E,SCANDINAVIAN REDS RIBBONS,12,11/21/2011 10:22,1.25,12658.0,Germany
485653,577615,85049C,ROMANTIC PINKS RIBBONS ,12,11/21/2011 10:22,1.25,12658.0,Germany
485654,577615,22728,ALARM CLOCK BAKELIKE PINK,4,11/21/2011 10:22,3.75,12658.0,Germany
485655,577615,22730,ALARM CLOCK BAKELIKE IVORY,4,11/21/2011 10:22,3.75,12658.0,Germany
485656,577615,85163A,WHITE BAROQUE WALL CLOCK ,1,11/21/2011 10:22,12.75,12658.0,Germany
485657,577615,22192,BLUE DINER WALL CLOCK,2,11/21/2011 10:22,8.5,12658.0,Germany
485658,577615,22191,IVORY DINER WALL CLOCK,2,11/21/2011 10:22,8.5,12658.0,Germany
485659,577615,23342,MINT DINER WALL CLOCK,2,11/21/2011 10:22,8.5,12658.0,Germany
485660,577615,21682,LARGE MEDINA STAMPED METAL BOWL ,4,11/21/2011 10:22,4.95,12658.0,Germany
485661,577615,84820,DANISH ROSE TRINKET TRAYS,2,11/21/2011 10:22,5.95,12658.0,Germany
485662,577615,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,11/21/2011 10:22,3.75,12658.0,Germany
485663,577615,84509C,SET OF 4 POLKADOT PLACEMATS ,4,11/21/2011 10:22,3.75,12658.0,Germany
485664,577615,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,11/21/2011 10:22,1.45,12658.0,Germany
485665,577615,21197,MULTICOLOUR  CONFETTI IN TUBE,12,11/21/2011 10:22,1.65,12658.0,Germany
485666,577615,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,11/21/2011 10:22,4.15,12658.0,Germany
485667,577615,23366,SET 12 COLOURING PENCILS DOILY,16,11/21/2011 10:22,0.65,12658.0,Germany
485668,577615,20749,ASSORTED COLOUR MINI CASES,2,11/21/2011 10:22,7.95,12658.0,Germany
485669,577615,20679,EDWARDIAN PARASOL RED,3,11/21/2011 10:22,5.95,12658.0,Germany
485670,577615,15056P,EDWARDIAN PARASOL PINK,3,11/21/2011 10:22,5.95,12658.0,Germany
485671,577615,15056BL,EDWARDIAN PARASOL BLACK,6,11/21/2011 10:22,5.95,12658.0,Germany
485672,577615,21415,CLAM SHELL SMALL ,6,11/21/2011 10:22,2.1,12658.0,Germany
485673,577615,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,16,11/21/2011 10:22,0.85,12658.0,Germany
485674,577615,22584,PACK OF 6 PANETTONE GIFT BOXES,6,11/21/2011 10:22,2.55,12658.0,Germany
485675,577615,22752,SET 7 BABUSHKA NESTING BOXES,2,11/21/2011 10:22,8.5,12658.0,Germany
485676,577615,22731,3D CHRISTMAS STAMPS STICKERS ,18,11/21/2011 10:22,1.25,12658.0,Germany
485677,577615,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,11/21/2011 10:22,1.25,12658.0,Germany
485678,577615,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,11/21/2011 10:22,2.89,12658.0,Germany
485679,577615,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,11/21/2011 10:22,1.65,12658.0,Germany
485680,577615,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,11/21/2011 10:22,1.25,12658.0,Germany
485681,577615,POST,POSTAGE,3,11/21/2011 10:22,18.0,12658.0,Germany
485893,C577693,22654,DELUXE SEWING KIT ,-2,11/21/2011 11:48,5.95,12628.0,Germany
485894,C577693,23245,SET OF 3 REGENCY CAKE TINS,-1,11/21/2011 11:48,4.95,12628.0,Germany
487712,C577775,22236,CAKE STAND 3 TIER MAGIC GARDEN,-12,11/21/2011 16:00,10.95,12504.0,Germany
487713,C577775,22776,SWEETHEART 3 TIER CAKE STAND ,-12,11/21/2011 16:00,8.5,12504.0,Germany
487714,C577775,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-12,11/21/2011 16:00,8.5,12504.0,Germany
487715,577776,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,11/21/2011 16:02,12.75,12504.0,Germany
487716,577776,22776,SWEETHEART 3 TIER CAKE STAND ,1,11/21/2011 16:02,9.95,12504.0,Germany
487717,577776,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,11/21/2011 16:02,9.95,12504.0,Germany
489719,578024,21156,RETROSPOT CHILDRENS APRON,8,11/22/2011 13:27,1.95,12705.0,Germany
489720,578024,22898,CHILDRENS APRON APPLES DESIGN,8,11/22/2011 13:27,1.95,12705.0,Germany
489721,578024,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,11/22/2011 13:27,0.55,12705.0,Germany
489722,578024,23245,SET OF 3 REGENCY CAKE TINS,4,11/22/2011 13:27,4.95,12705.0,Germany
489723,578024,21242,RED RETROSPOT PLATE ,8,11/22/2011 13:27,1.69,12705.0,Germany
489724,578024,21238,RED RETROSPOT CUP,8,11/22/2011 13:27,0.85,12705.0,Germany
489725,578024,22467,GUMBALL COAT RACK,12,11/22/2011 13:27,2.55,12705.0,Germany
489726,578024,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,11/22/2011 13:27,0.83,12705.0,Germany
489727,578024,22726,ALARM CLOCK BAKELIKE GREEN,4,11/22/2011 13:27,3.75,12705.0,Germany
489728,578024,23084,RABBIT NIGHT LIGHT,24,11/22/2011 13:27,1.79,12705.0,Germany
489729,578024,20712,JUMBO BAG WOODLAND ANIMALS,10,11/22/2011 13:27,2.08,12705.0,Germany
489730,578024,21240,BLUE POLKADOT CUP,8,11/22/2011 13:27,0.85,12705.0,Germany
489731,578024,21481,FAWN BLUE HOT WATER BOTTLE,12,11/22/2011 13:27,3.75,12705.0,Germany
489732,578024,23355,HOT WATER BOTTLE KEEP CALM,4,11/22/2011 13:27,4.95,12705.0,Germany
489733,578024,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,11/22/2011 13:27,4.25,12705.0,Germany
489734,578024,23284,DOORMAT KEEP CALM AND COME IN,4,11/22/2011 13:27,8.25,12705.0,Germany
489735,578024,22580,ADVENT CALENDAR GINGHAM SACK,6,11/22/2011 13:27,5.95,12705.0,Germany
489736,578024,85049G,CHOCOLATE BOX RIBBONS ,12,11/22/2011 13:27,1.25,12705.0,Germany
489737,578024,85049E,SCANDINAVIAN REDS RIBBONS,12,11/22/2011 13:27,1.25,12705.0,Germany
489738,578024,84692,BOX OF 24 COCKTAIL PARASOLS,25,11/22/2011 13:27,0.42,12705.0,Germany
489739,578024,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,11/22/2011 13:27,8.5,12705.0,Germany
489740,578024,23598,PAPER BUNTING VINTAGE PARTY,6,11/22/2011 13:27,2.95,12705.0,Germany
489741,578024,21402,RED  EGG  SPOON,24,11/22/2011 13:27,0.12,12705.0,Germany
489742,578024,21403,BLUE EGG  SPOON,24,11/22/2011 13:27,0.12,12705.0,Germany
489743,578024,23430,BLUE RETRO KITCHEN WALL CLOCK,2,11/22/2011 13:27,8.15,12705.0,Germany
489744,578024,23429,RED RETRO KITCHEN WALL CLOCK,2,11/22/2011 13:27,8.15,12705.0,Germany
489745,578024,23428,IVORY RETRO KITCHEN WALL CLOCK,2,11/22/2011 13:27,8.15,12705.0,Germany
489746,578024,23497,CLASSIC CHROME BICYCLE BELL ,12,11/22/2011 13:27,1.45,12705.0,Germany
489747,578024,23564,EGG CUP MILKMAID INGRID,12,11/22/2011 13:27,1.25,12705.0,Germany
489748,578024,23566,EGG CUP MILKMAID HEIDI,12,11/22/2011 13:27,1.25,12705.0,Germany
489749,578024,23565,EGG CUP MILKMAID HELGA ,12,11/22/2011 13:27,1.25,12705.0,Germany
489750,578024,23568,EGG CUP HENRIETTA HEN CREAM ,12,11/22/2011 13:27,1.25,12705.0,Germany
489751,578024,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,11/22/2011 13:27,4.95,12705.0,Germany
489752,578024,22625,RED KITCHEN SCALES,2,11/22/2011 13:27,8.5,12705.0,Germany
489753,578024,22627,MINT KITCHEN SCALES,2,11/22/2011 13:27,8.5,12705.0,Germany
489754,578024,22624,IVORY KITCHEN SCALES,2,11/22/2011 13:27,8.5,12705.0,Germany
